"Song title","Coefficient","Std. Error","t value","Pr(>|t|)"
"#The_Relentless[A]","0.643605479252032","0.0694204985814298","9.2711157713321","0.00265569283906953"
"& Intelligence[A]","0.370216409559849","0.0661154047684836","5.59954840866869","0.0112529739714828"
"(This Is Not) The Angels[A]","0.352661321788644","0.0544830389551481","6.47286437305681","0.00748289139131223"
"100％ minimoo-G[A]","0.276596850264081","0.036454992251421","7.58735177767866","0.00474992843512408"
"1st Samurai[A]","0.339742043888331","0.0576391294201037","5.89429520026432","0.00974786530612572"
"2 tribe 4 K[A]","0.390253504714461","0.0661893768494601","5.89601418369667","0.00973988601595144"
"24th Century BOY[A]","0.561398061282239","0.0446459563956805","12.574443613813","0.00108443560075573"
"27th style[A]","0.409098343988406","0.0705343360001115","5.79998858978071","0.0101990784200472"
"405nm (Ryu☆mix)[A]","0.315135719569559","0.0225545654511326","13.9721476901136","0.000793834591967766"
"50th Memorial Songs -The BEMANI History-[A]","0.25011473986662","0.0412774773701228","6.05935138971589","0.00901919701356382"
"532nm[A]","0.415641732607455","0.059235770246422","7.01673551096538","0.0059454923045434"
"A Tale Hidden In The Abyss[A]","0.321937530553051","0.000367254007132615","876.607264456068","3.2738103351417e-09"
"Abraxas[A]","0.346725372240223","0.0612063400682376","5.66486040259337","0.0108945292636441"
"ABSOLUTE (kors k Remix)[A]","0.467408176773938","0.0370127845580603","12.6282899910093","0.00107082655681183"
"ABSOLUTE[L]","0.257297983940943","0.0291677103204349","8.82132951521669","0.00306996279095504"
"Acid Pumper[A]","0.392883495733592","0.0500244064539636","7.8538362288247","0.00429973714088732"
"Advent Infamous[A]","0.325473565227348","0.0429862432869182","7.57157500493646","0.00477849407043111"
"Aegis[A]","0.586180064743534","0.107116861034684","5.47234169374821","0.0119966312628059"
"AFRO KNUCKLE[A]","0.348859659480566","0.0513744910938882","6.7905229239744","0.00652909375383535"
"Afterimage d_qo_automne[A]","0.509093240318059","0.0272056371600103","18.7127850497976","0.000333125985429079"
"Ah Hah Yeah[A]","0.588315349845241","0.0519053340702755","11.3343909712384","0.00147312014025491"
"AIR RAID FROM THA UNDAGROUND[A]","0.380766987826186","0.0313691104478885","12.1382781465458","0.00120361786800333"
"ALBA -黎明-[A]","0.574263819587605","0.0892920897185353","6.43129555370232","0.00762097169222189"
"ALL MY TURN -このターンに、オレの全てを賭ける-[A]","0.451582235151487","0.0411677641187232","10.969316522733","0.0016221417290305"
"Amazing Mirage[A]","0.310155142878383","0.0510724162355089","6.07285039047638","0.0089628096485177"
"Amor De Verao[A]","0.563413546275619","0.037099889575037","15.1863941572138","0.000619967300390486"
"AMRITA -不滅ノ花-[A]","1.36837458683532","0.201844954489991","6.779335110421","0.00655987747245961"
"ANDROMEDA[A]","0.269994685525127","0.0411729872293944","6.55756853445823","0.00721154819520678"
"Angelic Jelly[A]","0.229724043749099","0.0387778103335816","5.92411076780574","0.0096106709197762"
"ANTHEM LANDING[A]","0.306942427161524","0.0456024787086156","6.73082770616005","0.00669557990125462"
"apo_c_llioth[A]","0.551707889110207","0.0821124067135034","6.71893458238484","0.00672941457435882"
"Arabian Rave Night[A]","0.489159598222781","0.0439615566081199","11.1269853927882","0.00155543654443736"
"Around the Future[A]","0.42262651189135","0.0344475686584488","12.2686891513806","0.0011662337420909"
"Around The Galaxy[A]","0.385895658125813","0.0393790869725652","9.79950749987323","0.00225845860026071"
"AsiaN distractive[A]","0.324032640637016","0.0197990941073301","16.366033661967","0.000496402417097242"
"ATHER[A]","0.329518438272764","0.04526671687795","7.27948614345559","0.00535086497750472"
"Aublia[A]","0.29281267036446","0.0502736957320207","5.82437129598092","0.0100798384578927"
"Aurora[A]","0.312394910265349","0.0386788943112939","8.07662462507705","0.0039656828630885"
"B4U(BEMANI FOR YOU MIX)[A]","0.24995803452463","0.0422321274174805","5.91867021174898","0.00963551555290802"
"BabeL ～Grand Story～[A]","0.410832906213505","0.0787939438132418","5.21401628515086","0.0137163233550594"
"Back Spin Sweeper[A]","0.426040286559108","0.0617964872665561","6.89424764099299","0.00625254603903056"
"Battle Train -IIDX Edition-[A]","0.475250771246465","0.0848441936348851","5.60145309756422","0.0112423038834238"
"Battleground[A]","0.540926654135863","0.0935015585773415","5.78521537358574","0.0102722249180667"
"Be a Hero_e_[A]","0.466287244734323","0.0056936943141432","81.8953774135821","4.01291088320501e-06"
"Be A Star[A]","0.454103709720813","0.0645621289375832","7.03359255949919","0.00590480177078663"
"Be OK[L]","0.561377388139199","0.0591694422314102","9.48762345846807","0.00248254245320792"
"Be quiet[A]","0.256878758380097","0.044815486999438","5.73191937830149","0.0105418926314205"
"Beast mode[A]","0.25365209275926","0.0285735059215744","8.87717781134234","0.00301407269502628"
"Beastie Starter[A]","0.398935529988921","0.0206305133065239","19.3371596751676","0.000302083652462698"
"Beat Juggling Mix[A]","0.501095312850849","0.0572963392884612","8.74567763095754","0.00314787940709338"
"Believe In Me[A]","0.438705667419256","0.0580911923356413","7.5520169199573","0.00481422178059703"
"Beyond The Earth[A]","0.380532254402924","0.0548009199409001","6.94390267194981","0.00612560951621271"
"Beyond The Seven[A]","0.2471595898001","0.0433223092875605","5.70513423371614","0.0106809257999742"
"Blame[A]","0.314075235514163","0.0542957773467547","5.78452415384629","0.0102756641575189"
"Blaze it UP_e_[A]","0.35167589469856","0.0275023683448246","12.7871131056514","0.00103198435730224"
"BLOCKS[A]","0.310153814294796","0.0412060440009007","7.52690101209464","0.00486062107166125"
"bloomin_qo_ feeling[A]","0.382829541217741","0.0495110009669837","7.73221170529415","0.00449788432847904"
"Blue Rain[A]","0.28573362160873","0.053715106226526","5.31942765604412","0.0129780221537712"
"Bounce Bounce Bounce[A]","0.350600502304254","0.0520982437051949","6.72960309925562","0.00669905342280329"
"Bow shock_e__e_[A]","0.48081808703393","0.0781543905807083","6.15215707603017","0.00864070817930877"
"BRAINSTORM[A]","0.472624087543641","0.0479416936230733","9.85831020613291","0.00221924670928672"
"BREAK OVER[A]","0.350440426784103","0.0636257968653917","5.50783556433098","0.0117828229971817"
"Breakin_qo_ Rules[A]","0.635764973408839","0.0398678812860876","15.9467960899817","0.000536211680911927"
"Broadbanded[A]","0.370233327554411","0.0407651350669154","9.08210722095434","0.00282016069782508"
"BroGamer[A]","0.499578987718357","0.0797040341800143","6.2679259946873","0.00819725984504781"
"BROKEN EDEN[A]","0.22444623841485","0.0353249054196361","6.35376756847838","0.00788757801855356"
"Buffalo[L]","0.395160462072297","0.068848262291469","5.73958512415878","0.0105025389120997"
"Burning Flame[A]","0.39875940361741","0.0621909315700924","6.41185770256532","0.00768668883926553"
"CaptivAte2～覚醒～[A]","0.595135948125712","0.0356221593529467","16.7069026397043","0.000466884792182621"
"CaptivAte～浄化～[A]","0.382592900063295","0.054323070601971","7.04291741655365","0.00588245042631056"
"Castle on the Moon[A]","0.44768412618378","0.0270443113977475","16.5537262014024","0.000479851837453465"
"Change Yourself[A]","0.437831112950864","0.069138959528534","6.33262513547327","0.00796240471398052"
"chaos eater -IIDX edition-[A]","0.413767114605831","0.0189468785212704","21.838273472927","0.000210158624052337"
"ChaserXX[A]","0.339712813277532","0.0531896443598732","6.38682242315978","0.00777243224437048"
"CHECKING YOU OUT[A]","0.301916529052699","0.0561093591170323","5.3808586268641","0.0125715945660947"
"CHRONO DIVER -NORNIR-[A]","0.410244197479791","0.0250085386250584","16.4041651385711","0.000492979242049017"
"Chronos[L]","0.448928698539979","0.0659772548999372","6.80429489254797","0.0064914602251008"
"City Never Sleeps (IIDX Edition)[A]","0.436201536594074","0.0833631579030609","5.23254573802629","0.0135826422455696"
"Cleopatrysm[A]","0.54067571784475","0.00800672609108444","67.5276900563386","7.15619729809378e-06"
"Click Again[A]","0.35078013333863","0.0561215774606385","6.25036125516347","0.00826258602428954"
"Clione[L]","0.236979282264046","0.0355621396243328","6.66380833007857","0.00688921588167269"
"CODE_c_0[A]","0.255322985748864","0.0451552502241919","5.65433663818066","0.0109512651312946"
"CONCEPTUAL[A]","0.500493370820025","0.04428978378843","11.300424793466","0.00148619822820674"
"CONNECT-[A]","0.492367028006348","0.080846233446845","6.09016656700613","0.00889115278325023"
"CONTRACT[A]","0.205754961558284","0.0283907791023867","7.24724604479018","0.00541947757618649"
"Cookie Bouquets[A]","0.339146301548903","0.0402501828129753","8.42595679937071","0.0035076683218373"
"Cosmic Cat[A]","0.480659913655556","0.0470458490875021","10.2168400183736","0.00199867513352444"
"COSMIC CYBER[A]","0.359375074770622","0.0672923845706192","5.3405014113221","0.0128366891902449"
"Crazy Jackpot[A]","0.678581922856197","0.0589178615297084","11.5174228194625","0.00140521378045002"
"crew[A]","0.319134362170039","0.0505130899099064","6.31785469349107","0.00801523407418309"
"Critical Crystal[A]","0.393063919523191","0.063036224407415","6.23552446578565","0.00831830023818991"
"Cyber True Color[A]","0.340998948561057","0.0634758461197798","5.37210560246156","0.0126284786732941"
"D.C.fish[A]","0.218171634925216","0.0426933904832021","5.1101969755964","0.0144979765854049"
"Daily Lunch Special[A]","0.597861720852655","0.0683515486158184","8.74686430607505","0.00314663712688089"
"Danza Aestas[A]","2.14834469664687","0.262311191287708","8.19006114874649","0.00380871582162867"
"Dark Fall[A]","0.317834447097785","0.0271012649564568","11.727660963739","0.00133224570398403"
"DAWN -THE NEXT ENDEAVOUR-[A]","0.537953762203456","0.0166349261604419","32.3388127494499","6.49838679439947e-05"
"Dawn Saga[A]","0.703808663451263","0.013242108909484","53.1492882487318","1.46698339021386e-05"
"Debtty Daddy[A]","0.24786117043334","0.0459116752836757","5.3986522796625","0.0124569855592197"
"Derelict Star feat. Ryu_a_[A]","0.252399451377219","0.0491393218864266","5.13640485232128","0.0142952864375925"
"DESIRE[A]","0.505085692518788","0.0100751345262607","50.131905554441","1.74785885850439e-05"
"Destiny Sword[A]","0.276913567379935","0.0503397372675312","5.50089417249585","0.0118242422137378"
"Devilz Sacrifice -贖罪の羊-[A]","0.438262511792728","0.0241687523603268","18.1334354897086","0.000365844106412646"
"diagram[A]","0.420400017380433","0.0523335400983546","8.03308961309213","0.00402819254900082"
"Digitank System[A]","0.262651814801934","0.0363407436399245","7.22747496320854","0.0054621285084062"
"Discloze[A]","0.292347167127305","0.0412085983779983","7.09432445252474","0.0057612101686877"
"Do it_e__e_ Do it_e__e_[A]","0.26928419450687","0.0449095978871536","5.99613906994919","0.00928952888475249"
"Drop It[A]","0.447040735274404","0.0511878971588229","8.73332877667061","0.00316084549614606"
"DROP[A]","0.495952148222185","0.0385054801582496","12.8800406119836","0.00101012261376307"
"D[A]","0.29336930815602","0.056766187291852","5.16802910591336","0.0140555991149957"
"Egret and Willow[A]","0.397542549676026","0.0291261175986599","13.6490058563218","0.000850821327368121"
"Eine Haube ～聖地の果てにあるもの～[A]","0.643587519074562","0.0482449402949084","13.3400003221164","0.000910513985577624"
"Elektrick U-Phoria[A]","0.355393039952999","0.0378574445672431","9.38766586111599","0.00256056451222496"
"Elisha[A]","0.487420455774772","0.0497764091954822","9.79219802417992","0.00226339681734213"
"Ember Lights[A]","0.355678757975481","0.05618281563023","6.3307392836343","0.00796912430105487"
"Empire State Glory[A]","0.623114310526445","0.0542830416724919","11.4789866471725","0.00141912376441169"
"Energy Drive[A]","0.507644450461157","0.0488280941134045","10.3965649218694","0.00189898897143239"
"Engraved Mark[A]","0.308845323640014","0.0317174892615532","9.73738246092465","0.00230088961423236"
"examination leave[A]","0.334646682767074","0.0394735599701735","8.47774264646856","0.00344582745979346"
"Exhaust Hype[A]","0.310355195678893","0.0443708837997115","6.99456871492181","0.00599956401871147"
"EXTREME MACH COLLIDER[A]","0.286530958463501","0.0529705318820939","5.40925205548785","0.012389360873997"
"Farewell to Marrakech[A]","0.50401711783581","0.0525823341298989","9.58529373364618","0.00240931882150337"
"Fervidex[A]","0.427876850866674","0.0312415752590334","13.6957514888099","0.00084224834406862"
"FLOWER[A]","0.599116722851688","0.0220015835525376","27.2306182607745","0.000108691043918831"
"four pieces of heaven[A]","0.41828286367734","0.034437747105802","12.1460577079059","0.00120134347559396"
"FREEDOM[A]","0.445018062333924","0.017831512061272","24.9568326457548","0.000141058035268704"
"Funny shuffle[A]","0.504104180474025","0.0826100637017293","6.10221270732991","0.00884174704448015"
"FUTURE is Dead[A]","0.266806282761062","0.0450401783819775","5.92373947763543","0.00961236376648833"
"G2[A]","0.275103270079193","0.0387096806291523","7.10683388774879","0.00573220657627854"
"GALGALIM[A]","0.447556141092101","0.0635492779523884","7.04266288324178","0.00588305905215982"
"Ganymede[A]","0.422022326162975","0.0680169548939464","6.20466362866439","0.00843577712433422"
"Garuda[A]","0.397568061004987","0.068521397952618","5.80210084563514","0.0101886758567344"
"GENOCIDE[A]","0.509576079324818","0.0192511845964539","26.469855752081","0.000118301181452527"
"GHOST[A]","0.331864965510289","0.0599468377690567","5.53598784958078","0.011616771089196"
"GIGA RAID[A]","0.419745025988236","0.0549106588513051","7.64414477569612","0.00464894491204686"
"GIGA THRASH[A]","0.425073524533057","0.0593104571335141","7.16692376145697","0.00559553635301897"
"GIGA VIOLATE[A]","0.413078402318579","0.0299272166901768","13.8027671131264","0.000823049842494454"
"Giudecca[A]","0.405422564455058","0.0758107252651339","5.34782595783337","0.0127880376106768"
"Globe Glitter[A]","0.596956858437324","0.0813400400623404","7.33902833069428","0.00522713035928867"
"GOBBLE[A]","0.294790270657514","0.0405356940247645","7.27236273486319","0.00536592583086086"
"GOLD RUSH[A]","0.613236868303801","0.0870579275901169","7.04400949205938","0.0058798400576921"
"Golden Palms[L]","0.503412907334568","0.0729407782737197","6.90166624553204","0.00623336262696348"
"GuNGNiR[H]","0.326124931465441","0.0327023960896001","9.972508759661","0.00214563497035291"
"Halfway of promise[A]","0.416558067140934","0.0715286543668766","5.82365306362919","0.0100833246742591"
"HAPPY★RUSH[A]","0.339500824896686","0.0451283014511497","7.52301358525953","0.00486785539287738"
"Harmony and Lovely[A]","0.217254733650468","0.031663628934638","6.86133399614233","0.00633859984092766"
"HEISEI[A]","0.489767736783863","0.0659341954452377","7.4281294171648","0.00504892293305704"
"HELL SCAPER -Last Escape Remix-[A]","0.384576456003871","0.0652754757657319","5.89159177305859","0.00976043159958213"
"Hello Happiness[A]","0.471182652256027","0.0700456659752842","6.72679238173401","0.00670703482221368"
"Holic[A]","0.302196973194334","0.0600455910023699","5.03279205266557","0.0151189257373613"
"Honey Trap[A]","0.419108209757212","0.0587469050593633","7.13413258679255","0.0056695784617292"
"HYENA[A]","0.293233378397414","0.0554688840613928","5.28644812960116","0.0132033092510702"
"HYPE THE CORE[A]","0.442565770989957","0.040155287556423","11.0213572837226","0.00159971227515711"
"HYPERION[A]","0.314839541586577","0.0531329250682575","5.92550741714514","0.00960430658836886"
"I Love You[A]","0.558706803747813","0.0811584535833511","6.88414797324855","0.00627878745479003"
"I will be back -オレは帰ってきた-[A]","0.398874243255444","0.0299027586924627","13.3390449810232","0.000910707034569673"
"IDC feat.REVERBEE (Mo_qo_Cuts Ver)[A]","0.397414164063988","0.0599250531440898","6.63185334368258","0.0069841387050302"
"Illegal Function Call[A]","0.302432667784604","0.0541685494391615","5.58317826332559","0.0113452284752815"
"In the Blackest Den[A]","0.461934329164369","0.0507999620525273","9.0932022485908","0.002810139472617"
"in the Sky[A]","0.389238053286296","0.0522836507704787","7.44473745712635","0.00501659582909367"
"INAZUMA[A]","0.227852660244018","0.0401967043729833","5.66844132617898","0.0108753115172918"
"Inner Spirit[A]","0.46061673119813","0.061261270920485","7.51888957374054","0.00487554552613113"
"INORI[A]","0.415422307711893","0.0464908229511572","8.93557655772908","0.00295706130441264"
"Insane Techniques[A]","0.301545559307154","0.0524656610340492","5.74748422804501","0.0104621882776473"
"Into The Madness[A]","0.293259888671388","0.044134837445594","6.64463506935753","0.0069459651337634"
"INVISIBLE STRIX[A]","0.28113664830386","0.0448667687262022","6.26603288548561","0.00820426793745208"
"I_qo_m so Happy[A]","0.366456197811271","0.0420200930820749","8.72097539373599","0.00317388713197581"
"Journey[L]","0.377620230927549","0.0499506001593019","7.55987374972967","0.00479982710448785"
"Jungle Eater[A]","0.923098661378411","0.0974132906243961","9.47610593443222","0.00249137053527044"
"Just a Little Smile[A]","0.290241945092361","0.0493345632146837","5.88313600404947","0.00979987376975519"
"Kailua[A]","0.35547715934632","0.0564653179291808","6.29549557822666","0.00809608550081751"
"KAMAITACHI[A]","0.357667515477194","0.030002681673134","11.9211848918648","0.00126946018168103"
"KEY[A]","0.504543122058467","0.00673756800232603","74.8850507904754","5.24815469434821e-06"
"KHAMEN BREAK[A]","0.441277245905054","0.0337966739922318","13.0568246451258","0.000970202438597952"
"Kung-fu Empire[A]","0.472254989485502","0.0803805193697406","5.87524182710473","0.00983688519401257"
"LADYBIRD[A]","0.332705623135994","0.0256477898055146","12.9720972317255","0.000989068278034763"
"LAST DAY[A]","0.67821685171732","0.12861988333494","5.27303270794588","0.0132964126901125"
"Let The Track Flow[A]","0.434519676434887","0.0206636930461867","21.028171269466","0.000235256548060635"
"Light and Cyber…[A]","0.40663841269263","0.0568363505110337","7.15454826068905","0.00562332950639627"
"Lighting Shower[A]","0.418875289855502","0.0375488678580007","11.1554705574499","0.00154377549462445"
"LIKE A VAMPIRE[A]","0.512452402613207","0.0188556478542598","27.1776608565288","0.00010932559442384"
"Like+it_e_[A]","0.364439072858104","0.0378665187112634","9.62430889506886","0.00238086891340263"
"Line 4 Ruin[A]","0.261842064505645","0.031691231195493","8.26228753595674","0.00371303084636292"
"Linus[A]","0.270736337120916","0.0499029421251607","5.42525802270108","0.0122881521861479"
"Little Little Princess[A]","0.383830216637478","0.0490961315216014","7.81793197838","0.00435701125863279"
"Lost Souls[A]","0.392039711657867","0.0445891173659715","8.7922734249289","0.00309958357553873"
"Lost wing at.0[A]","0.399302646702441","0.0418195996452173","9.54821782346038","0.00243677345058397"
"Love Is Eternity[A]","0.290529833215228","0.0362399572283207","8.01683708909528","0.00405186231105575"
"Lovely Howdy Cowboy_e__e_[A]","0.30870886097458","0.0432280263171159","7.14140540930384","0.00565304557431017"
"Lucy[A]","0.313375415569969","0.0296607049395643","10.5653394350705","0.00181129264180726"
"m1dy Deluxe[A]","0.464689519787417","0.0431750975030176","10.7629060885141","0.00171532910850782"
"Macuilxochitl[A]","0.305333574718539","0.0543935014134567","5.61342011056859","0.0111755666097796"
"MAGIC & LOVE[A]","1.02357543347552","0.150990692575122","6.77906310659687","0.00656062827861841"
"Marie Antoinette[A]","0.639310598951559","0.066733265594469","9.58008862980845","0.00241314837894456"
"MAXIVCORD[A]","0.584340632075822","0.0274646782621576","21.2760778225085","0.000227171020320196"
"MA・TSU・RI[A]","0.667929189289674","0.0177496943655407","37.6304614341075","4.12808962417377e-05"
"MENTAL MELTDOWN[A]","0.247847812305858","0.0471155072511778","5.26042967094792","0.0133846606602948"
"MIRACLE MEETS[A]","0.537169389432167","0.0245429291766371","21.8869306742534","0.000208767073998837"
"Modular Technology[A]","0.404698049634465","0.0370479620369885","10.9236251438181","0.00164217985530836"
"Moving on[A]","0.543953901209749","0.0326097217791996","16.6807280630255","0.000469067269853394"
"murmur twins[A]","0.352115962705587","0.0603987459152281","5.82985552712957","0.0100532706506452"
"Nasty Techniques[A]","0.320262861853885","0.0500134546739874","6.40353408780733","0.00771505782218048"
"naughty girl@Queen_qo_s Palace[L]","0.34786817330449","0.0418467692987449","8.31290393820015","0.00364786078186237"
"Necroxis Girl[A]","0.404401697838326","0.0636958624064851","6.34894767979706","0.00790455484503719"
"NEMESIS[A]","0.284429350106683","0.0331820420252685","8.57178560288987","0.00333716170817711"
"Neo Heritage[A]","0.243221255575788","0.0384044944539948","6.33314561312988","0.00796055148114902"
"Never Fade Away[A]","0.504052005521049","0.0380060448168495","13.262416753705","0.000926370377058219"
"New Decade IIDX Edition[A]","0.278687391286171","0.0321149175105006","8.67781744091509","0.00322001228833635"
"NEW SENSATION -もう、あなたしか見えない-[A]","0.340829902777784","0.0279959994722509","12.1742359338022","0.00119315304941866"
"Next Tales 2 Oath (IIDX 20th Anniv _d_Ring_d_ Theme)[A]","0.331836992554759","0.0422338611196761","7.8571313102169","0.00429453078492067"
"Night sky[A]","0.480393489802038","0.0529959809485242","9.06471549736294","0.00283596462431459"
"Night_e_ Night_e_ Night_e_[A]","0.393732119032114","0.0430524541672596","9.14540475445273","0.00276361667335189"
"No Limit 2 dAnce feat. 大山愛未[A]","0.388389830213387","0.0524753436644836","7.40137754402659","0.0051015749969974"
"No Tears[A]","0.496675463180884","0.0373231042774108","13.3074531927798","0.000917121649835389"
"No.13[A]","0.392942572156719","0.0410739741480876","9.56670447179054","0.00242303261704752"
"nostos[A]","0.338895190643269","0.0349658441874265","9.69217813894892","0.00233242999143753"
"Nothing but Theory[A]","0.498276644300503","0.0737126053630419","6.75972097101223","0.00661430925232144"
"n_qo_pa pa BBQ[A]","0.203693029359632","0.0335341011996821","6.07420572111721","0.00895717381253197"
"Ocean Blue feat. Luschel[A]","0.773132957365073","0.125918695021154","6.13993781650285","0.00868933474609209"
"of the first magnitude[A]","0.566161818675633","0.101442790662362","5.58109467394308","0.0113570415284585"
